"customer_id","gender","age","married","state","number_of_referrals","tenure_in_months","value_deal","multiple_lines","internet_type","online_security","online_backup","device_protection_plan","premium_support","streaming_tv","streaming_movies","streaming_music","unlimited_data","contract","paperless_billing","payment_method","monthly_charge","total_charges","total_revenue","customer_status","churn_category","churn_reason"
"76566-UTT","Male",61,"No","Uttar Pradesh",1,20,"Deal 3","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","75.75","1929.00","2611.02","Stayed","Others","Others"
"73036-JAM","Female",66,"Yes","Jammu & Kashmir",10,21,"None","No","DSL","Yes","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","49.25","91.10","179.08","Churned","Competitor","Competitor made better offer"
"42964-MAH","Female",25,"Yes","Maharashtra",3,25,"Deal 3","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Credit Card","78.20","2078.95","3399.52","Stayed","Others","Others"
"18220-JHA","Male",35,"No","Jharkhand",12,19,"None","Yes","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card","25.50","630.60","1178.43","Stayed","Others","Others"
"47645-PUN","Male",51,"Yes","Punjab",15,14,"None","No","Cable","Yes","Yes","Yes","No","No","No","No","Yes","One Year","Yes","Bank Withdrawal","61.60","1611.00","1727.35","Stayed","Others","Others"
"82015-UTT","Female",52,"No","Uttar Pradesh",7,23,"None","No","DSL","Yes","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Credit Card","45.00","1242.45","1230.19","Stayed","Others","Others"
"15644-ASS","Female",22,"No","Assam",6,3,"None","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal","85.15","6316.20","8646.12","Stayed","Others","Others"
"24801-WES","Female",61,"Yes","West Bengal",12,28,"None","No","Cable","No","Yes","No","No","No","No","No","Yes","One Year","No","Credit Card","51.45","727.85","1064.41","Stayed","Others","Others"
"85794-JHA","Female",36,"No","Jharkhand",5,4,"Deal 3","No","Fiber Optic","No","No","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal","99.25","3532.00","4806.70","Stayed","Others","Others"
"28648-DEL","Male",54,"Yes","Delhi",3,14,"None","No","Fiber Optic","No","No","No","Yes","Yes","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal","94.20","2607.60","2687.05","Stayed","Others","Others"
"85682-UTT","Female",26,"No","Uttarakhand",3,20,"None","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","No","No","One Year","No","Bank Withdrawal","81.25","5567.55","5958.91","Stayed","Others","Others"
"93096-AND","Male",31,"Yes","Andhra Pradesh",9,14,"None","Yes","Fiber Optic","No","No","No","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card","99.95","3767.40","4718.22","Stayed","Others","Others"
"49974-RAJ","Female",73,"No","Rajasthan",4,29,"None","No","Fiber Optic","No","No","No","No","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal","91.55","3673.60","5439.20","Stayed","Others","Others"
"36405-CHH","Male",47,"No","Chhattisgarh",9,26,"None","Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card","104.50","4036.85","5544.45","Churned","Competitor","Competitor had better devices"
"22439-RAJ","Female",73,"Yes","Rajasthan",4,1,"Deal 4","No","Fiber Optic","No","Yes","No","No","Yes","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal","95.00","1120.30","1367.79","Churned","Dissatisfaction","Product dissatisfaction"
"33514-UTT","Female",28,"Yes","Uttar Pradesh",2,3,"Deal 5","Yes","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","50.35","314.55","570.51","Stayed","Others","Others"
"21555-JHA","Female",54,"No","Jharkhand",15,34,"None","Yes","DSL","Yes","No","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Mailed Check","64.50","1888.45","1967.65","Stayed","Others","Others"
"46640-PUN","Male",31,"Yes","Punjab",8,31,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal","19.40","529.80","1087.62","Stayed","Others","Others"
"23376-TAM","Female",68,"No","Tamil Nadu",3,16,"None","Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal","104.80","7308.95","10067.14","Stayed","Others","Others"
"98423-JAM","Male",65,"No","Jammu & Kashmir",5,2,"None","No","DSL","No","No","Yes","No","No","No","No","Yes","One Year","No","Credit Card","50.30","2878.55","3933.78","Stayed","Others","Others"
"34135-MAH","Female",21,"No","Maharashtra",9,6,"None","Yes","DSL","No","Yes","Yes","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","71.40","1212.10","1623.46","Stayed","Others","Others"
"89530-KAR","Female",58,"Yes","Karnataka",15,33,"Deal 1","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal","116.00","8182.85","10840.73","Stayed","Others","Others"
"69173-TAM","Male",27,"No","Tamil Nadu",9,27,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal","19.85","19.85","51.62","Churned","Attitude","Attitude of support person"
"22286-HAR","Female",54,"Yes","Haryana",6,36,"None","Yes","Fiber Optic","No","No","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","99.75","99.75","140.46","Churned","Competitor","Competitor had better devices"
"66581-UTT","Female",73,"Yes","Uttar Pradesh",8,32,"Deal 3","No","Fiber Optic","No","Yes","No","No","Yes","Yes","Yes","Yes","One Year","Yes","Mailed Check","93.95","2861.45","3880.97","Stayed","Others","Others"
"22573-TAM","Male",46,"No","Tamil Nadu",9,35,"Deal 4","Yes","Fiber Optic","No","No","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","90.80","1442.20","2221.56","Stayed","Others","Others"
"25964-HAR","Male",66,"Yes","Haryana",10,1,"Deal 2","Yes","Cable","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal","84.35","4059.35","5997.30","Churned","Competitor","Competitor offered higher download speeds"
"92186-PUN","Female",42,"No","Punjab",13,12,"Deal 1","No","Cable","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal","58.25","4145.90","4145.90","Stayed","Others","Others"
"39892-ODI","Male",41,"Yes","Odisha",3,31,"None","Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal","107.55","3645.50","5285.27","Stayed","Others","Others"
"71292-MAH","Female",18,"No","Maharashtra",1,1,"Deal 4","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal","19.95","187.75","683.75","Stayed","Others","Others"
"31698-PUN","Female",20,"Yes","Punjab",15,1,"None","Yes","Fiber Optic","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal","111.20","2317.10","3198.56","Churned","Attitude","Attitude of service provider"
"76182-UTT","Male",47,"No","Uttar Pradesh",7,10,"None","No","DSL","Yes","Yes","Yes","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","40.20","1448.80","1448.80","Churned","Competitor","Competitor offered more data"
"73588-KER","Female",72,"No","Kerala",14,29,"None","No","Fiber Optic","Yes","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card","85.80","2193.65","3070.89","Stayed","Others","Others"
"59410-MAH","Male",50,"No","Maharashtra",5,17,"Deal 2","No","DSL","Yes","No","No","Yes","No","No","No","Yes","One Year","Yes","Credit Card","35.40","1748.90","1748.90","Stayed","Others","Others"
"69444-JAM","Female",31,"Yes","Jammu & Kashmir",5,10,"None","Yes","Fiber Optic","No","No","No","No","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","73.85","511.25","698.56","Churned","Competitor","Competitor made better offer"
"66365-UTT","Female",59,"Yes","Uttar Pradesh",9,5,"Deal 2","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Mailed Check","88.10","5526.75","8405.34","Stayed","Others","Others"
"38793-DEL","Female",46,"Yes","Delhi",10,19,"None","No","Cable","Yes","No","Yes","Yes","Yes","No","No","Yes","One Year","Yes","Bank Withdrawal","67.50","1544.05","1979.65","Churned","Other","Don't know"
"66612-TEL","Female",38,"Yes","Telangana",8,27,"Deal 4","No","Fiber Optic","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","101.35","1553.95","2242.75","Churned","Attitude","Attitude of service provider"
"39181-WES","Male",54,"Yes","West Bengal",10,7,"None","No","DSL","Yes","No","No","Yes","No","Yes","Yes","Yes","Month-to-Month","No","Credit Card","45.80","1147.00","1147.00","Stayed","Others","Others"
"97688-TAM","Female",35,"Yes","Tamil Nadu",4,29,"None","No","Fiber Optic","No","No","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","94.65","6747.35","9139.19","Stayed","Others","Others"
"71687-KER","Male",69,"Yes","Kerala",4,12,"None","No","None","No","No","No","No","No","No","No","No","One Year","Yes","Bank Withdrawal","20.50","865.05","2070.65","Stayed","Others","Others"
"34524-MAH","Female",57,"No","Maharashtra",13,23,"Deal 1","Yes","Fiber Optic","No","Yes","No","No","No","Yes","Yes","No","Month-to-Month","No","Credit Card","89.40","5976.90","9200.36","Stayed","Others","Others"
"93739-UTT","Female",44,"No","Uttar Pradesh",14,6,"None","No","Fiber Optic","Yes","Yes","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","86.25","181.65","255.27","Churned","Competitor","Competitor offered higher download speeds"
"21662-AND","Male",79,"Yes","Andhra Pradesh",15,36,"None","No","DSL","No","No","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal","74.85","3268.05","3589.82","Stayed","Others","Others"
"19096-WES","Female",58,"Yes","West Bengal",14,28,"Deal 4","Yes","Fiber Optic","No","Yes","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","89.75","1052.40","1224.96","Churned","Attitude","Attitude of support person"
"72489-HAR","Female",73,"No","Haryana",11,20,"None","Yes","Fiber Optic","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal","109.95","7634.25","8904.54","Stayed","Others","Others"
"46624-WES","Female",26,"Yes","West Bengal",13,27,"Deal 5","Yes","Fiber Optic","No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Mailed Check","80.20","80.20","81.43","Churned","Price","Lack of affordable download/upload speed"
"14078-MAH","Female",28,"Yes","Maharashtra",6,18,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","19.85","63.75","141.00","Churned","Price","Long distance charges"
"34425-ASS","Male",81,"No","Assam",0,21,"None","Yes","Fiber Optic","No","Yes","Yes","No","No","No","No","Yes","Two Year","Yes","Bank Withdrawal","86.45","2401.05","2481.24","Stayed","Others","Others"
"41236-GUJ","Female",54,"No","Gujarat",10,12,"Deal 3","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal","20.30","511.25","858.09","Stayed","Others","Others"
"68369-UTT","Female",76,"No","Uttar Pradesh",6,12,"None","Yes","Fiber Optic","No","No","No","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","101.25","3949.15","4735.00","Stayed","Others","Others"
"91027-CHH","Male",42,"No","Chhattisgarh",4,20,"None","Yes","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","94.70","2362.10","3234.10","Churned","Competitor","Competitor had better devices"
"85993-KAR","Female",42,"Yes","Karnataka",11,1,"Deal 5","No","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Mailed Check","70.90","70.90","110.71","Churned","Competitor","Competitor had better devices"
"12999-BIH","Female",52,"No","Bihar",5,34,"Deal 4","No","DSL","Yes","No","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","54.20","1152.70","1751.98","Churned","Attitude","Attitude of service provider"
"48768-MAD","Female",57,"No","Madhya Pradesh",12,26,"Deal 1","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal","114.90","8496.70","11979.34","Stayed","Others","Others"
"86994-ODI","Female",55,"Yes","Odisha",7,24,"None","No","None","No","No","No","No","No","No","No","No","Two Year","Yes","Bank Withdrawal","19.55","470.20","725.56","Stayed","Others","Others"
"95096-UTT","Male",38,"No","Uttar Pradesh",0,32,"None","Yes","Fiber Optic","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","86.85","1564.40","1713.36","Stayed","Others","Others"
"71676-GUJ","Female",18,"No","Gujarat",3,6,"None","Yes","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card","25.35","1847.55","2500.75","Stayed","Others","Others"
"84002-ODI","Male",77,"No","Odisha",5,5,"None","Yes","Fiber Optic","Yes","No","Yes","Yes","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal","109.90","3694.70","4524.65","Stayed","Others","Others"
"32553-TAM","Male",52,"No","Tamil Nadu",11,1,"None","Yes","Fiber Optic","No","Yes","No","No","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal","87.20","4017.45","4068.68","Stayed","Others","Others"
"72664-JAM","Female",39,"No","Jammu & Kashmir",4,36,"None","No","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card","108.15","6825.65","6934.77","Stayed","Others","Others"
"78178-UTT","Male",23,"Yes","Uttarakhand",6,1,"None","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal","116.30","8309.55","8514.03","Stayed","Others","Others"
"31311-PUN","Male",66,"Yes","Punjab",9,8,"None","No","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal","89.00","605.45","899.24","Stayed","Others","Others"
"78389-KER","Female",51,"No","Kerala",4,36,"Deal 3","No","Fiber Optic","Yes","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card","74.40","1972.35","3232.17","Stayed","Others","Others"
"47077-WES","Female",31,"Yes","West Bengal",9,3,"Deal 3","No","Cable","Yes","No","No","Yes","No","No","No","Yes","Two Year","No","Bank Withdrawal","35.05","844.45","844.45","Stayed","Others","Others"
"94522-JHA","Male",77,"Yes","Jharkhand",0,25,"None","No","DSL","Yes","Yes","No","No","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal","74.75","2111.30","3269.60","Stayed","Others","Others"
"53287-MAH","Female",69,"Yes","Maharashtra",3,7,"None","No","Fiber Optic","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card","105.50","6205.50","7188.02","Churned","Attitude","Attitude of support person"
"21811-CHH","Male",29,"No","Chhattisgarh",13,7,"Deal 4","Yes","Fiber Optic","No","No","No","No","No","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal","85.25","855.30","975.50","Churned","Competitor","Competitor offered more data"
"16554-RAJ","Female",64,"No","Rajasthan",2,15,"None","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","75.20","633.85","717.28","Stayed","Others","Others"
"32681-MAH","Female",83,"Yes","Maharashtra",3,1,"None","Yes","Fiber Optic","No","No","No","No","No","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","84.35","474.90","647.16","Churned","Other","Deceased"
"92676-MAH","Male",46,"No","Maharashtra",1,34,"None","Yes","Fiber Optic","Yes","No","Yes","No","No","No","No","No","One Year","No","Bank Withdrawal","84.45","5848.60","8574.08","Stayed","Others","Others"
"37347-AND","Female",65,"No","Andhra Pradesh",4,13,"None","Yes","Fiber Optic","Yes","No","No","No","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal","102.40","6471.85","7161.55","Stayed","Others","Others"
"53535-ASS","Female",28,"No","Assam",11,10,"Deal 1","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Credit Card","115.55","8127.60","8842.30","Churned","Dissatisfaction","Network reliability"
"39219-KAR","Female",58,"Yes","Karnataka",6,35,"Deal 3","Yes","None","No","No","No","No","No","No","No","No","One Year","No","Bank Withdrawal","25.30","676.35","815.60","Churned","Price","Long distance charges"
"17059-RAJ","Female",49,"Yes","Rajasthan",9,32,"Deal 2","No","None","No","No","No","No","No","No","No","No","Two Year","Yes","Credit Card","19.25","864.20","1983.38","Stayed","Others","Others"
"23294-TAM","Female",68,"Yes","Tamil Nadu",8,28,"Deal 2","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card","114.65","6049.50","6665.10","Stayed","Others","Others"
"47612-AND","Female",58,"Yes","Andhra Pradesh",10,35,"None","No","Fiber Optic","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal","105.10","1582.75","1918.60","Churned","Competitor","Competitor made better offer"
"14331-DEL","Female",46,"Yes","Delhi",14,30,"Deal 4","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal","19.40","198.10","297.10","Stayed","Others","Others"
"76357-UTT","Female",46,"No","Uttar Pradesh",5,33,"None","No","Cable","No","Yes","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","50.35","1098.85","1098.85","Stayed","Others","Others"
"77938-MAD","Female",19,"No","Madhya Pradesh",14,11,"None","No","Cable","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal","57.80","4039.30","4038.29","Stayed","Others","Others"
"81013-RAJ","Male",51,"Yes","Rajasthan",3,29,"Deal 3","No","Fiber Optic","Yes","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card","84.30","2438.60","3310.50","Stayed","Others","Others"
"17799-UTT","Male",21,"No","Uttar Pradesh",10,10,"Deal 1","Yes","Fiber Optic","No","Yes","No","No","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal","100.55","7113.75","9108.90","Stayed","Others","Others"
"46189-MAH","Female",30,"No","Maharashtra",13,6,"None","No","None","No","No","No","No","No","No","No","No","One Year","No","Credit Card","19.80","576.65","870.95","Stayed","Others","Others"
"62148-JAM","Male",21,"Yes","Jammu & Kashmir",1,1,"Deal 5","Yes","Fiber Optic","No","Yes","Yes","No","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","84.80","371.90","486.98","Churned","Competitor","Competitor made better offer"
"31049-TAM","Female",61,"No","Tamil Nadu",7,8,"Deal 5","No","Fiber Optic","No","No","Yes","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","85.85","167.30","195.58","Churned","Competitor","Competitor made better offer"
"11340-JAM","Female",21,"No","Jammu & Kashmir",8,7,"None","No","None","No","No","No","No","No","No","No","No","One Year","Yes","Bank Withdrawal","19.95","219.50","298.10","Stayed","Others","Others"
